
0,10; -0.299372033762, -1.04166274494, 3.48392177027, -0.289372033762, -1.03166274494, 3.49392177027, -0.309372033762, -1.05166274494, 3.47392177027; 0, 13,1,1; 0.7008722846301547; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01433213221333134422; 0.451231369992; 2212; 0.975; -0.299372033762/-1.04166274494/-5; 0/0/0; 0;

1,11; -2.59017456709, 0.733751945597, 3.27361542572, -2.58017456709, 0.743751945597, 3.28361542572, -2.60017456709, 0.723751945597, 3.26361542572; 0, 12,1,1; 0.7101298975701817; 0; 0,9,1; 1 1 1/1 2 1/1 3 1/1 4 1/1 10 1/2 1 1/2 2 1/2 3 1/2 4 1/3 1 1/3 2 1/3 3 1/3 4 1/4 1 1/4 2 1/4 3 1/4 4 1/; 00002131222314234331; 0.52955070018; 2212; 0.975; -2.59017456709/0.733751945597/-5; 0/0/0; 0;

0,11; -2.59441506936, 0.751446640123, 0.563671087141, -2.58441506936, 0.761446640123, 0.573671087141, -2.60441506936, 0.741446640123, 0.553671087141; 0, 42,1,1; 0.4259114420162346; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04122112334432124122; 0.497221067653; 2212; 0.975; -2.59441506936/0.751446640123/-5; 0/0/0; 0;

0,11; -2.57750562865, 0.746343930255, 3.26487340345, -2.56750562865, 0.756343930255, 3.27487340345, -2.58750562865, 0.736343930255, 3.25487340345; 0, 12,1,1; 0.7051321122922898; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01421414434444443241; 0.394662071918; 2212; 0.975; -2.57750562865/0.746343930255/-5; 0/0/0; 0;

1,12; -1.29100183223, -1.00143854022, -3.38661407185, -1.28100183223, -0.991438540215, -3.37661407185, -1.30100183223, -1.01143854022, -3.39661407185; 0, 0,1,1; 0.19391107843442956; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03432312243413231143; 0.419209920151; 2212; 0.975; -1.29100183223/-1.00143854022/-5; 0/0/0; 0;

0,12; -1.29726338345, -1.00502885293, -1.63287678403, -1.28726338345, -0.995028852929, -1.62287678403, -1.30726338345, -1.01502885293, -1.64287678403; 0, 0,1,1; 0.9988616765173938; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04114411233421332234; 0.517065268224; 2212; 0.975; -1.29726338345/-1.00502885293/-5; 0/0/0; 0;

0,12; -1.29885516157, -1.0023711925, 0.761292880374, -1.28885516157, -0.992371192501, 0.771292880374, -1.30885516157, -1.0123711925, 0.751292880374; 0, 9,1,1; 0.46800336601569803; 1; 0,7,1; 1 1 1/1 2 1/1 3 1/1 8 1/2 1 1/2 2 1/2 3 1/3 1 1/3 2 1/3 3 1/4 1 1/4 2 1/4 3 1/; 00024122244213111341; 0.278265200367; 2212; 0.975; -1.29885516157/-1.0023711925/-5; 0/0/0; 0;

0,12; -1.29404485271, -1.0108164079, 1.89317785394, -1.28404485271, -1.0008164079, 1.90317785394, -1.30404485271, -1.0208164079, 1.88317785394; 0, 26,1,1; 0.008664899779085689; 0; 0,9,1; 1 1 1/1 2 1/1 3 1/1 4 1/2 1 1/2 2 1/2 3 1/2 4 1/3 1 1/3 2 1/3 3 1/3 4 1/4 1 1/4 2 1/4 3 1/4 4 1/4 8 1/; 00002411133342322131; 0.824058167271; 2212; 0.975; -1.29404485271/-1.0108164079/-5; 0/0/0; 0;

0,12; -1.33012034195, -0.981293290823, 1.72099897364, -1.32012034195, -0.971293290823, 1.73099897364, -1.34012034195, -0.991293290823, 1.71099897364; 0, 26,1,1; 0.0010341686438607122; 0; 0,5,1; 1 1 1/1 8 1/1 9 1/2 8 1/2 9 1/3 8 1/3 9 1/4 8 1/4 9 1/; 21244430012332444242; 1.94635379723; 2212; 0.975; -1.33012034195/-0.981293290823/-5; 0/0/0; 0;

0,12; -1.29698906406, -1.00286632842, 1.94082335808, -1.28698906406, -0.992866328419, 1.95082335808, -1.30698906406, -1.01286632842, 1.93082335808; 0, 26,1,1; 0.015828001246309786; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02222144321121314331; 1.77894917591; 2212; 0.975; -1.29698906406/-1.00286632842/-5; 0/0/0; 0;

1,13; 1.44476254732, 0.346710796171, 2.55043406693, 1.45476254732, 0.356710796171, 2.56043406693, 1.43476254732, 0.336710796171, 2.54043406693; 0, 21,1,1; 0.14959233497847574; 1; 0,5,1; 1 1 1/1 7 1/1 8 1/2 7 1/2 8 1/3 7 1/3 8 1/4 7 1/4 8 1/; 21122200441431423243; 0.617737721821; 2212; 0.975; 1.44476254732/0.346710796171/-5; 0/0/0; 0;

0,13; 1.45282716306, 0.350703415704, 3.08908235776, 1.46282716306, 0.360703415704, 3.09908235776, 1.44282716306, 0.340703415704, 3.07908235776; 0, 21,1,1; 0.4511904660877995; 0; 0,5,1; 1 1 1/1 2 1/1 13 1/2 1 1/2 2 1/3 1 1/3 2 1/4 1 1/4 2 1/; 00222433244431232111; 0.54985201623; 2212; 0.975; 1.45282716306/0.350703415704/-5; 0/0/0; 0;

0,13; 1.46121310885, 0.359570223307, 1.16557107554, 1.47121310885, 0.369570223307, 1.17557107554, 1.45121310885, 0.349570223307, 1.15557107554; 0, 2,1,1; 0.5376799804465905; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03334143141221333341; 1.06503304005; 2212; 0.975; 1.46121310885/0.359570223307/-5; 0/0/0; 0;

0,13; 1.4783742611, 0.357484805376, -2.64314661743, 1.4883742611, 0.367484805376, -2.63314661743, 1.4683742611, 0.347484805376, -2.65314661743; 0, 10,1,1; 0.5994201721736512; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01243324332434212421; 1.976753933; 2212; 0.975; 1.4783742611/0.357484805376/-5; 0/0/0; 0;

0,13; 1.44684488228, 0.345565972407, -1.68932049468, 1.45684488228, 0.355565972407, -1.67932049468, 1.43684488228, 0.335565972407, -1.69932049468; 0, 20,1,1; 0.012231620433087509; 0; 0,7,1; 1 9 1/1 10 1/1 11 1/2 9 1/2 10 1/2 11 1/3 9 1/3 10 1/3 11 1/4 1 1/4 9 1/4 10 1/4 11 1/; 34431144000134121412; 0.648897621416; 2212; 0.975; 1.44684488228/0.345565972407/-5; 0/0/0; 0;

0,13; 1.45217439767, 0.349018056843, -0.500645331491, 1.46217439767, 0.359018056843, -0.490645331491, 1.44217439767, 0.339018056843, -0.510645331491; 0, 20,1,1; 0.5869631498422287; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01331111314244222422; 0.645943365374; 2212; 0.975; 1.45217439767/0.349018056843/-5; 0/0/0; 0;

2,0; -3.01112462642, -2.94035964721, 0.390499710637, -3.00112462642, -2.93035964721, 0.400499710637, -3.02112462642, -2.95035964721, 0.380499710637; 0, 15,1,1; 0.16796674623422753; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03213311221344334233; 1.61444535553; 2212; 0.975; -3.01112462642/-2.94035964721/-5; 0/0/0; 0;

1,1; 4.00402067901, 1.07454833657, -0.537177200223, 4.01402067901, 1.08454833657, -0.527177200223, 3.99402067901, 1.06454833657, -0.547177200223; 0, 43,1,1; 0.4620461838122585; 1; 0,9,1; 1 1 1/1 8 1/1 9 1/1 10 1/1 11 1/2 8 1/2 9 1/2 10 1/2 11 1/3 8 1/3 9 1/3 10 1/3 11 1/4 8 1/4 9 1/4 10 1/4 11 1/; 21311210000413414144; 1.02690541373; 2212; 0.975; 4.00402067901/1.07454833657/-5; 0/0/0; 0;

0,1; 4.00012938221, 1.09257735016, 0.694837254313, 4.01012938221, 1.10257735016, 0.704837254313, 3.99012938221, 1.08257735016, 0.684837254313; 0, 41,1,1; 0.21980337969013203; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01142344232131213421; 0.509668041945; 2212; 0.975; 4.00012938221/1.09257735016/-5; 0/0/0; 0;

0,1; 3.99782213265, 1.06467076517, -0.419194416349, 4.00782213265, 1.07467076517, -0.409194416349, 3.98782213265, 1.05467076517, -0.429194416349; 0, 43,1,1; 0.5353794083916649; 0; 0,3,1; 1 1 1/1 2 1/2 2 1/3 2 1/4 2 1/; 10411114313434434433; 1.61420218797; 2212; 0.975; 3.99782213265/1.06467076517/-5; 0/0/0; 0;

1,2; -3.24677268068, -0.108803046688, 0.971706532734, -3.23677268068, -0.098803046688, 0.981706532734, -3.25677268068, -0.118803046688, 0.961706532734; 0, 42,1,1; 0.6760626675284033; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04441211443413211133; 1.36669721834; 2212; 0.975; -3.24677268068/-0.108803046688/-5; 0/0/0; 0;

0,2; -3.24617413801, -0.108110858304, -2.10207086389, -3.23617413801, -0.0981108583038, -2.09207086389, -3.25617413801, -0.118110858304, -2.11207086389; 0, 34,1,1; 0.00317778630740162; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01214223223141421444; 0.719500965613; 2212; 0.975; -3.24617413801/-0.108110858304/-5; 0/0/0; 0;

0,2; -3.25016068549, -0.111890377666, -0.0405077161622, -3.24016068549, -0.101890377666, -0.0305077161622, -3.26016068549, -0.121890377666, -0.0505077161622; 0, 42,1,1; 0.10389407412910201; 1; 0,5,1; 1 1 1/1 2 1/2 1 1/2 2 1/3 1 1/3 2 1/4 1 1/4 2 1/4 11 1/; 00224414344311114243; 1.34241627633; 2212; 0.975; -3.25016068549/-0.111890377666/-5; 0/0/0; 0;

1,3; -3.90769411563, 0.150193171558, -1.61567554062, -3.89769411563, 0.160193171558, -1.60567554062, -3.91769411563, 0.140193171558, -1.62567554062; 0, 34,1,1; 0.13930927162839946; 0; 0,5,1; 1 8 1/1 9 1/2 8 1/2 9 1/3 8 1/3 9 1/4 1 1/4 8 1/4 9 1/; 12241440024311244312; 1.57216811968; 2212; 0.975; -3.90769411563/0.150193171558/-5; 0/0/0; 0;

0,3; -3.90964258969, 0.14700835456, -1.52957062442, -3.89964258969, 0.15700835456, -1.51957062442, -3.91964258969, 0.13700835456, -1.53957062442; 0, 34,1,1; 0.17972181407841414; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03121121422343141241; 1.10944746496; 2212; 0.975; -3.90964258969/0.14700835456/-5; 0/0/0; 0;

0,3; -3.91158385081, 0.148816152951, 1.13432932626, -3.90158385081, 0.158816152951, 1.14432932626, -3.92158385081, 0.138816152951, 1.12432932626; 0, 42,1,1; 0.7675505765165755; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01232314432113114323; 1.29430350359; 2212; 0.975; -3.91158385081/0.148816152951/-5; 0/0/0; 0;

1,4; -2.39651260674, 3.25352943636, -0.958805244214, -2.38651260674, 3.26352943636, -0.948805244214, -2.40651260674, 3.24352943636, -0.968805244214; 0, 17,1,1; 0.49491948529345814; 0; 0,7,1; 1 1 1/1 2 1/1 3 1/1 4 1/2 2 1/2 3 1/2 4 1/3 2 1/3 3 1/3 4 1/4 2 1/4 3 1/4 4 1/; 20001124431214332231; 1.8277623795; 2212; 0.975; -2.39651260674/3.25352943636/-5; 0/0/0; 0;

0,4; -2.3996954189, 3.24995250659, 0.448815286608, -2.3896954189, 3.25995250659, 0.458815286608, -2.4096954189, 3.23995250659, 0.438815286608; 0, 33,1,1; 0.42021430760068623; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03234431442414231442; 1.54195631037; 2212; 0.975; -2.3996954189/3.24995250659/-5; 0/0/0; 0;

1,5; -2.62745616411, -3.06842798839, 0.599108866771, -2.61745616411, -3.05842798839, 0.609108866771, -2.63745616411, -3.07842798839, 0.589108866771; 0, 15,1,1; 0.27737388273387875; 0; 0,9,1; 1 1 1/1 2 1/1 3 1/1 4 1/1 7 1/2 1 1/2 2 1/2 3 1/2 4 1/3 1 1/3 2 1/3 3 1/3 4 1/4 1 1/4 2 1/4 3 1/4 4 1/; 00003111134211111412; 1.11998063733; 2212; 0.975; -2.62745616411/-3.06842798839/-5; 0/0/0; 0;

0,5; -2.61870770224, -3.07540440247, -1.52905442233, -2.60870770224, -3.06540440247, -1.51905442233, -2.62870770224, -3.08540440247, -1.53905442233; 0, 1,1,1; 0.06922356295969284; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01422342411311341334; 0.829508277; 2212; 0.975; -2.61870770224/-3.07540440247/-5; 0/0/0; 0;

1,6; -2.94041465536, 2.64838421743, -0.109862808071, -2.93041465536, 2.65838421743, -0.0998628080711, -2.95041465536, 2.63838421743, -0.119862808071; 0, 33,1,1; 0.1187174498046043; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04411134133111323123; 1.62989640256; 2212; 0.975; -2.94041465536/2.64838421743/-5; 0/0/0; 0;

0,6; -2.93296309618, 2.66692740814, 1.57476546979, -2.92296309618, 2.67692740814, 1.58476546979, -2.94296309618, 2.65692740814, 1.56476546979; 0, 33,1,1; 0.9788682125501995; 0; 0,3,1; 1 1 1/1 9 1/2 1 1/3 1 1/4 1 1/; 03412144424411412124; 1.57518851079; 2212; 0.975; -2.93296309618/2.66692740814/-5; 0/0/0; 0;

0,6; -2.94597365868, 2.59203876722, 0.315186055944, -2.93597365868, 2.60203876722, 0.325186055944, -2.95597365868, 2.58203876722, 0.305186055944; 0, 33,1,1; 0.339361428346804; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03412113242141321344; 1.77615536081; 2212; 0.975; -2.94597365868/2.59203876722/-5; 0/0/0; 0;

0,6; -2.92927624527, 2.67880583536, 0.606532702112, -2.91927624527, 2.68880583536, 0.616532702112, -2.93927624527, 2.66880583536, 0.596532702112; 0, 33,1,1; 0.5180156166379539; 1; 0,9,1; 1 5 1/1 6 1/1 7 1/1 8 1/2 5 1/2 6 1/2 7 1/2 8 1/3 5 1/3 6 1/3 7 1/3 8 1/4 1 1/4 5 1/4 6 1/4 7 1/4 8 1/; 21240000133232434234; 1.00928152399; 2212; 0.975; -2.92927624527/2.67880583536/-5; 0/0/0; 0;

0,6; -2.93296160586, 2.6774277871, -0.621646369902, -2.92296160586, 2.6874277871, -0.611646369902, -2.94296160586, 2.6674277871, -0.631646369902; 0, 33,1,1; 0.0013375359739873666; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03313333323124221412; 0.399368816366; 2212; 0.975; -2.93296160586/2.6774277871/-5; 0/0/0; 0;

1,7; 2.44431604074, 1.53663751964, 3.20196068466, 2.45431604074, 1.54663751964, 3.21196068466, 2.43431604074, 1.52663751964, 3.19196068466; 0, 21,1,1; 0.5213322518057265; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02222121443114323122; 1.2583218964; 2212; 0.975; 2.44431604074/1.53663751964/-5; 0/0/0; 0;

0,7; 2.45924744743, 1.53341631011, -0.0220746606865, 2.46924744743, 1.54341631011, -0.0120746606865, 2.44924744743, 1.52341631011, -0.0320746606865; 0, 43,1,1; 0.7690856094242371; 0; 0,5,1; 1 11 1/1 12 1/2 11 1/2 12 1/3 11 1/3 12 1/4 1 1/4 11 1/4 12 1/; 41131234110022243321; 1.79325708836; 2212; 0.975; 2.45924744743/1.53341631011/-5; 0/0/0; 0;

0,7; 2.45796546005, 1.52972720068, -2.65324264833, 2.46796546005, 1.53972720068, -2.64324264833, 2.44796546005, 1.51972720068, -2.66324264833; 0, 39,1,1; 0.6360287405620831; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02221231324224332244; 1.9616825327; 2212; 0.975; 2.45796546005/1.52972720068/-5; 0/0/0; 0;

1,8; 0.0962351117176, 2.56140745316, 0.766306906946, 0.106235111718, 2.57140745316, 0.776306906946, 0.0862351117176, 2.55140745316, 0.756306906946; 0, 31,1,1; 0.46669320173228673; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 01322343111234233232; 1.59159537668; 2212; 0.975; 0.0962351117176/2.56140745316/-5; 0/0/0; 0;

0,8; 0.0939505546216, 2.56376032619, -0.830650107988, 0.103950554622, 2.57376032619, -0.820650107988, 0.0839505546216, 2.55376032619, -0.840650107988; 0, 45,1,1; 0.4725637018839437; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02213444434321443134; 0.428181488519; 2212; 0.975; 0.0939505546216/2.56376032619/-5; 0/0/0; 0;

0,8; 0.0933239048733, 2.56988372793, 0.671741796406, 0.103323904873, 2.57988372793, 0.681741796406, 0.0833239048733, 2.55988372793, 0.661741796406; 0, 31,1,1; 0.408310141460179; 1; 0,7,1; 1 1 1/1 4 1/1 5 1/1 6 1/2 4 1/2 5 1/2 6 1/3 4 1/3 5 1/3 6 1/4 4 1/4 5 1/4 6 1/; 32200022141113433244; 1.22509165855; 2212; 0.975; 0.0933239048733/2.56988372793/-5; 0/0/0; 0;

1,9; 3.85446994712, -0.704419734468, 1.44056160977, 3.86446994712, -0.694419734468, 1.45056160977, 3.84446994712, -0.714419734468, 1.43056160977; 0, 41,1,1; 0.6655680814071698; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03132441134422214421; 0.0630258714735; 2212; 0.975; 3.85446994712/-0.704419734468/-5; 0/0/0; 0;

0,9; 3.88770175293, -0.766669254793, -0.681293078745, 3.89770175293, -0.756669254793, -0.671293078745, 3.87770175293, -0.776669254793, -0.691293078745; 0, 43,1,1; 0.37359756582061193; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02224321112411323413; 1.46289872505; 2212; 0.975; 3.88770175293/-0.766669254793/-5; 0/0/0; 0;

0,9; 3.85655136793, -0.670984689967, 0.166059883213, 3.86655136793, -0.660984689967, 0.176059883213, 3.84655136793, -0.680984689967, 0.156059883213; 0, 41,1,1; 0.019855157698005887; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02334312322321314231; 0.952322624502; 2212; 0.975; 3.85655136793/-0.670984689967/-5; 0/0/0; 0;

1,10; 1.18817156237, -1.41286488481, 1.00909152797, 1.19817156237, -1.40286488481, 1.01909152797, 1.17817156237, -1.42286488481, 0.999091527965; 0, 19,1,1; 0.35601273518362997; 1; 0,5,1; 1 1 1/1 2 1/1 9 1/2 1 1/2 2 1/3 1 1/3 2 1/4 1 1/4 2 1/; 00122232134341311324; 1.63904738492; 2212; 0.975; 1.18817156237/-1.41286488481/-5; 0/0/0; 0;

0,10; 1.16414165948, -1.42481345774, -2.43069364558, 1.17414165948, -1.41481345774, -2.42069364558, 1.15414165948, -1.43481345774, -2.44069364558; 0, 40,1,1; 0.672923456080983; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04312233244243344142; 0.755053141051; 2212; 0.975; 1.16414165948/-1.42481345774/-5; 0/0/0; 0;

0,10; 1.19285081239, -1.41585856338, -2.76536517636, 1.20285081239, -1.40585856338, -2.75536517636, 1.18285081239, -1.42585856338, -2.77536517636; 0, 40,1,1; 0.46799784489770097; 1; 0,7,1; 1 1 1/1 7 1/1 8 1/1 9 1/2 7 1/2 8 1/2 9 1/3 7 1/3 8 1/3 9 1/4 7 1/4 8 1/4 9 1/; 11422100042112434423; 1.49469593744; 2212; 0.975; 1.19285081239/-1.41585856338/-5; 0/0/0; 0;

0,10; 1.18670635837, -1.41788491085, 0.575775242866, 1.19670635837, -1.40788491085, 0.585775242866, 1.17670635837, -1.42788491085, 0.565775242866; 0, 28,1,1; 0.1576195031784129; 0; 0,5,1; 1 1 1/1 4 1/1 5 1/2 4 1/2 5 1/3 4 1/3 5 1/4 4 1/4 5 1/; 41300422412124234344; 1.85416611069; 2212; 0.975; 1.18670635837/-1.41788491085/-5; 0/0/0; 0;

0,10; 1.17371496691, -1.41267560139, -2.66025068727, 1.18371496691, -1.40267560139, -2.65025068727, 1.16371496691, -1.42267560139, -2.67025068727; 0, 40,1,1; 0.5333435713623336; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04124242344422223143; 1.03337323111; 2212; 0.975; 1.17371496691/-1.41267560139/-5; 0/0/0; 0;

0,10; 1.18484880418, -1.41473433845, 2.40971032084, 1.19484880418, -1.40473433845, 2.41971032084, 1.17484880418, -1.42473433845, 2.39971032084; 0, 30,1,1; 0.052850855533205565; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04124441221444421131; 0.0462332512052; 2212; 0.975; 1.18484880418/-1.41473433845/-5; 0/0/0; 0;

0,10; 1.19110949331, -1.41834794743, 2.31593686582, 1.20110949331, -1.40834794743, 2.32593686582, 1.18110949331, -1.42834794743, 2.30593686582; 0, 30,1,1; 0.028255490963715046; 0; 0,9,1; 1 1 1/1 2 1/1 3 1/1 4 1/2 1 1/2 2 1/2 3 1/2 4 1/3 1 1/3 2 1/3 3 1/3 4 1/4 1 1/4 2 1/4 3 1/4 4 1/4 14 1/; 00001241312344233122; 0.270732136858; 2212; 0.975; 1.19110949331/-1.41834794743/-5; 0/0/0; 0;

0,10; 1.19254327335, -1.41260291371, -3.56746638449, 1.20254327335, -1.40260291371, -3.55746638449, 1.18254327335, -1.42260291371, -3.57746638449; 0, 40,1,1; 0.05773658541770199; 1; 0,3,1; 1 1 1/1 11 1/2 11 1/3 11 1/4 11 1/; 33244413330221112142; 0.225215745621; 2212; 0.975; 1.19254327335/-1.41260291371/-5; 0/0/0; 0;

1,11; -1.07119474387, 2.37801736181, -2.513930994, -1.06119474387, 2.38801736181, -2.503930994, -1.08119474387, 2.36801736181, -2.523930994; 0, 37,1,1; 0.8116320735397166; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02223131323414321424; 1.54134203493; 2212; 0.975; -1.07119474387/2.37801736181/-5; 0/0/0; 0;

1,12; -2.2085014304, 0.451644734669, 2.56702266957, -2.1985014304, 0.461644734669, 2.57702266957, -2.2185014304, 0.441644734669, 2.55702266957; 0, 12,1,1; 0.283179837694189; 1; 0,3,1; 1 4 1/2 4 1/3 4 1/4 1 1/4 4 1/; 13401242213142314124; 0.917311960513; 2212; 0.975; -2.2085014304/0.451644734669/-5; 0/0/0; 0;

0,12; -2.19042649386, 0.469786343745, 0.920964325036, -2.18042649386, 0.479786343745, 0.930964325036, -2.20042649386, 0.459786343745, 0.910964325036; 0, 9,1,1; 0.5671279416348637; 0; 0,3,1; 1 1 1/1 8 1/2 8 1/3 8 1/4 8 1/; 33133210314433313112; 1.98455004434; 2212; 0.975; -2.19042649386/0.469786343745/-5; 0/0/0; 0;

1,13; 1.31175977877, 2.78982676771, 1.86097492238, 1.32175977877, 2.79982676771, 1.87097492238, 1.30175977877, 2.77982676771, 1.85097492238; 0, 23,1,1; 0.9650350511386093; 1; 0,3,1; 1 1 1/1 9 1/2 1 1/3 1 1/4 1 1/; 02411442322422312233; 0.204580623528; 2212; 0.975; 1.31175977877/2.78982676771/-5; 0/0/0; 0;

0,13; 1.3068201469, 2.78811650066, -1.01468107363, 1.3168201469, 2.79811650066, -1.00468107363, 1.2968201469, 2.77811650066, -1.02468107363; 0, 45,1,1; 0.3597678331113251; 1; 0,5,1; 1 1 1/1 2 1/1 7 1/2 1 1/2 2 1/3 1 1/3 2 1/4 1 1/4 2 1/; 00242134212414122224; 1.56846325718; 2212; 0.975; 1.3068201469/2.78811650066/-5; 0/0/0; 0;

1,14; -0.669709974745, -3.53842714167, 0.65264200019, -0.659709974745, -3.52842714167, 0.66264200019, -0.679709974745, -3.54842714167, 0.64264200019; 0, 16,1,1; 0.24829223750655482; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04123424444432143421; 0.0865861925603; 2212; 0.975; -0.669709974745/-3.53842714167/-5; 0/0/0; 0;

0,14; -0.662324869172, -3.54980706099, -0.291965058009, -0.652324869172, -3.53980706099, -0.281965058009, -0.672324869172, -3.55980706099, -0.301965058009; 0, 3,1,1; 0.7194165516448044; 1; 0,3,1; 1 1 1/2 1 1/3 1 1/4 1 1/4 11 1/; 01444334442443213144; 1.27433344943; 2212; 0.975; -0.662324869172/-3.54980706099/-5; 0/0/0; 0;

1,15; 0.532155627675, -3.94200242511, -0.542938743102, 0.542155627675, -3.93200242511, -0.532938743102, 0.522155627675, -3.95200242511, -0.552938743102; 0, 18,1,1; 0.454639428938691; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04133213133222323341; 1.9283574475; 2212; 0.975; 0.532155627675/-3.94200242511/-5; 0/0/0; 0;

0,15; 0.535544216308, -3.92941345191, -0.733384588075, 0.545544216308, -3.91941345191, -0.723384588075, 0.525544216308, -3.93941345191, -0.743384588075; 0, 18,1,1; 0.3387241225276755; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04234314313413132423; 1.95893396642; 2212; 0.975; 0.535544216308/-3.92941345191/-5; 0/0/0; 0;

1,16; -2.72114283569, 1.80071987161, 0.80857110746, -2.71114283569, 1.81071987161, 0.81857110746, -2.73114283569, 1.79071987161, 0.79857110746; 0, 33,1,1; 0.6419400924705837; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 03331114414214214113; 1.24001772088; 2212; 0.975; -2.72114283569/1.80071987161/-5; 0/0/0; 0;

0,16; -2.72982779403, 1.79357110564, 0.152600731797, -2.71982779403, 1.80357110564, 0.162600731797, -2.73982779403, 1.78357110564, 0.142600731797; 0, 33,1,1; 0.24659483849523123; 0; 0,3,1; 1 1 1/1 4 1/2 4 1/3 4 1/4 4 1/; 12302143443413143341; 1.4266748094; 2212; 0.975; -2.72982779403/1.79357110564/-5; 0/0/0; 0;

2,0; -1.34858111354, -3.51856046096, -1.3163728347, -1.33858111354, -3.50856046096, -1.3063728347, -1.35858111354, -3.52856046096, -1.3263728347; 0, 1,1,1; 0.15508377354176967; 1; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02231314313243344213; 1.49945948122; 2212; 0.975; -1.34858111354/-3.51856046096/-5; 0/0/0; 0;

1,1; 0.458133217469, -2.48016557621, -1.43722904105, 0.468133217469, -2.47016557621, -1.42722904105, 0.448133217469, -2.49016557621, -1.44722904105; 0, 18,1,1; 0.027385543237563537; 1; 0,5,1; 1 1 1/1 3 1/1 4 1/2 3 1/2 4 1/3 3 1/3 4 1/4 3 1/4 4 1/; 43003113132423342442; 1.18098588586; 2212; 0.975; 0.458133217469/-2.48016557621/-5; 0/0/0; 0;

0,1; 0.46438017757, -2.47369376259, -3.34628898332, 0.47438017757, -2.46369376259, -3.33628898332, 0.45438017757, -2.48369376259, -3.35628898332; 0, 22,1,1; 0.16026825887516494; 1; 0,3,1; 1 3 1/2 3 1/3 3 1/4 1 1/4 3 1/; 34013241123134434324; 1.85154681304; 2212; 0.975; 0.46438017757/-2.47369376259/-5; 0/0/0; 0;

0,1; 0.470366771119, -2.46860903, 2.76074337479, 0.480366771119, -2.45860903, 2.77074337479, 0.460366771119, -2.47860903, 2.75074337479; 0, 4,1,1; 0.2236753733716712; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 02424113324241214322; 1.29348202126; 2212; 0.975; 0.470366771119/-2.46860903/-5; 0/0/0; 0;

0,1; 0.46469642463, -2.47430708077, 3.30669480116, 0.47469642463, -2.46430708077, 3.31669480116, 0.45469642463, -2.48430708077, 3.29669480116; 0, 4,1,1; 0.5486298940288077; 0; 0,2,1; 1 1 1/2 1 1/3 1 1/4 1 1/; 04234212214424134442; 1.74819562981; 2212; 0.975; 0.46469642463/-2.47430708077/-5; 0/0/0; 0;

